中国直播1,#genre#   
香港开电视,#http://media.fantv.hk/m3u8/archive/channel2.m3u8
東網直播1台,https://streamw-az-news3.on.cc/video/playlist720p.m3u8
有線新闻台,#http://livetv.dnsfor.me:80/channel.5.m3u8
有線新闻台,#https://www.chaojidianshi.net/nzbtv/ldlive.php?id=hkyxxw&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
有線新闻台,https://p2.weizan.cn/1646497941/697113090439139173/live.m3u8
有线电影台,http://93.190.139.36:8278/streams/d/hk03_twn/playlist.m3u8
有线电影台,#https://www.chaojidianshi.net/nzbtv/ldlive.php?id=hkyxdy&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
有線直播新聞,#http://teslagram.com/live/channel_110.m3u8
香港綜合娛樂,#http://livetv.dnsfor.me/channel.7.m3u8
C+頻道,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/01.m3u8
香港电视 RHK31,#http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-b.m3u8
香港电视 RHK31,#http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_1080_av-b.m3u8
香港电视 RHK31,https://www.rthk.hk/feeds/dtt/rthktv31_https.m3u8
香港电视 RHK31,#http://185.207.176.189:8080/channels/tv-31/playlist.m3u8
香港电视 RHK32,#https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8
香港电视 RHK32,#https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8
香港电视 RHK32,http://185.207.176.189:8080/channels/tv-32/playlist.m3u8
香港电视 RTHK33,#https://cdn.hkdtmb.com/hls/33/index.m3u8
香港电视 RTHK33,http://185.207.176.189:8080/channels/tv-33/playlist.m3u8
香港電台視像新聞,https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
Now直播台,#http://teslagram.com/live/channel_331.m3u8
Now直播台,http://livetv.dnsfor.me:80/channel.3.m3u8
Now新聞,#http://teslagram.com/live/channel_332.m3u8
Now新聞,http://livetv.dnsfor.me:80/channel.4.m3u8
Now Sports Prime(hr),http://livetv.dnsfor.me:80/channel.12.m3u8
Now Sports Prime(hr),#http://teslagram.com/live/channel_630.m3u8
UTV 賽馬直擊(hr),http://gslb.cdn.hk.chinamobile.com/live/d2afb43f61464fc5a3d3b1b0a4c187a1/11a674a3cca94ceaafab4bd0e2ae634c-2.m3u8
UTV 賽馬直擊(hr),#http://livetv.dnsfor.me/channel.13.m3u8
有線18台(hr),#rtmp://59.124.75.130/sat/hk042
有線18台(hr),#rtmp://161.202.204.248:1935/sat/hk042
有線18台(hr),rtmp://59.124.75.136/sat/hk042
有線603台(hr),https://p2.weizan.cn/1646497941/726330645979324846/live.m3u8

澳门直播,#genre#
澳亞衛視(hr),#http://61.58.60.230:9319/live/256.m3u8
澳亞衛視(hr),#http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门卫视(hr),#http://122.100.174.244:9981/stream/channelid/664368602
澳门卫视(hr),#http://stream.mastvnet.com/MSTV/SD/live.m3u8
有線體育台,#rtmp://59.124.75.153/sat/hk011
有線體育台,#rtmp://161.202.204.248/sat/hk011
有線體育台,#rtmp://59.124.75.136/sat/hk011
有線SPORT PLUS,#rtmp://59.124.75.136/sat/hk021
亞洲電視台,https://15813114727637862976168173814320.live.prod.hkatv.com/a1_cbr_hi_1080p.m3u8
亞美衛視,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
亞旅衛視,#http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
第1财经,http://183.207.255.190/live/program/live/dycj/1300000/mnf.m3u8
陽光衛視,http://stream.isuntv.com/680k/mid_video_index.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才財經,#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
澳視綜藝,http://live3.tdm.com.mo:1935/ch6/hd_ch6.live/playlist.m3u8
澳门澳视卫视,#http://live4.tdm.com.mo/ch3/ch3.live/chunklist_w1998934325.m3u8
澳门澳视卫视,http://live4.tdm.com.mo/ch3/definst//ch3.live/playlist.m3u8
澳门澳视体育,http://live4.tdm.com.mo/ch4/_definst_/sport_ch4.live/playlist.m3u8
澳视澳门,http://live4.tdm.com.mo/ch1/_definst_/ch1.live/playlist.m3u8
澳视葡文,http://live4.tdm.com.mo/ch2/_definst_/ch2.live/playlist.m3u8
澳视葡文,#rtmp://live4.tdm.com.mo:80/ch2/_definst_/ch2.live
澳视葡文,#http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳视资讯,http://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳門莲花,#http://36.37.252.114:888/Apple/OneTV-075/playlist.m3u8
澳門有线1,#http://122.100.174.244:9981/stream/channelid/118256015
澳門有线1,#http://202.175.127.77/live/show/ch1/index.m3u8
澳門有线2,#http://122.100.174.244:9981/stream/channelid/1644642950
澳門有线2,#http://202.175.127.77/live/show/ch2/index.m3u8
澳門有线3,#http://122.100.174.244:9981/stream/channelid/118256015
澳門有线3,#http://202.175.127.77/live/show/ch3/index.m3u8

台湾直播,#genre#
民視,#rtmp://59.124.75.130/sat/tv051
民視,#rtmp://161.202.204.248:1935/sat/tv051
民視,rtmp://59.124.75.136/sat/tv051
民視,#http://185.207.176.189:8080/channels/tw-300/playlist.m3u8
民視旅游,https://4gtvfreemobile-mozai.4gtv.tv/IqafKPO6LhtIQZTnC9ij5SSImd6W6xMRfy7M43nv0Ok%3d/master.m3u8?token=7d9OzD9bz7MYJ8OI0mAGkg&expires=1632748885&token1=zrYJ3X-FoQYbTPVw9OIKzw&expires1=1632777685&refer=ZWE4MGUwZmItYTVhNi00MGZmLWFiMGUtOTlmM2FlYzgwMTJj&y=0
民視台湾,#http://198.16.106.62:8278/streams/d/ftvtaiwan_twn/playlist.m3u8
民視台湾,https://4gtvfreemobile-mozai.4gtv.tv/slAVCUpom9JFjummraq0XdPQudsoOPKLNepCbbhcNyY%3d/master.m3u8?token=llDa0BFeTkW49tww1pZMUw&expires=1632748531&token1=6tHAj4iWQhH7WBon7Bm2KQ&expires1=1632777331&refer=ZjEyMjJhYTAtMmUzYi00NDA2LTg4ZTYtMzIzZGMxNDZmZDc0&y=0
民視台湾,#http://185.207.176.189:8080/channels/tw-304/playlist.m3u8
民視影劇,https://4gtvfreemobile-mozai.4gtv.tv/zOasgBJ8DgMUILel39oEJ2U8DTxGgZU6H57t_SVdUz4=/master.m3u8?token=TzjibI-cpS4bIEK7Y0EWWQ&expires=1632748846&token1=vF-KGnstgkKnb_k3h8XJbA&expires1=1632777646&refer=YzY0MDRmMWQtMmNkNi00YWFhLTk3NjktMDk0MDU0MWFlNmU2&y=0
民視綜藝,https://4gtvfreemobile-mozai.4gtv.tv/0df68Gf2eZZfeig9vWfaKfrjsVCG-GW-OCbyLHhoW0M%3d/stream2.m3u8?token=kZe4eLTn9CRCt4byOtfzpQ&expires=1628316954&refer=ZDRjZGQzODAtOTUyMi00ZDAxLTgyMzktZTMyMzFiZWUwZGIz&token1=kHxHRFjqciiDO5a-uaorqw&expires1=1628345754&y=0&vt=
民視綜藝,#https://4gtvfreemobile-mozai.4gtv.tv/rzJMQi7b9SKpe6kjY_v0Iy6tqx6nwL7nVB2IqtUgFwg%3d/master.m3u8?token=LJmGz7W_EHTqNvAscTHLrw&expires=1632748585&token1=pPXQyMCc1my7LEK3PKhJUQ&expires1=1632777385&refer=MmQ0YzBiNzEtNGJhMi00ZTVmLWJiYTYtNWYwNDIxZTdmYzhm&y=0
民視第一,https://4gtvfreemobile-mozai.4gtv.tv/PtApXcUhkGk_Hnf3ax0z9Po5e_K-1I1_uHHZioSs1T4%3d/master.m3u8?token=CgGiZiA9OOSeL0ODq41KYg&expires=1632748949&token1=kheRX39Y5Z7eVD8jgi2LPA&expires1=1632777749&refer=MGM5YWRkODItMzNmNy00ODI4LTgwZjUtY2Y5YTFjZDhiYTFi&y=0
民視第一,#http://185.207.176.189:8080/channels/tw-301/playlist.m3u8
民視新聞,#http://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8
民視新聞,http://seb.sason.top/sc/msxw_fhd.m3u8
民視新聞,#http://185.207.176.189:8080/channels/tw-302/mpeg.2ts
華視,rtmp://59.124.75.136/sat/tv111
華視,#http://185.207.176.189:8080/channels/tw-501/playlist.m3u8
華視,#rtmp://161.202.204.248:1935/sat/tv111
華視,#rtmp://59.124.75.130/sat/tv111
華視新聞,http://seb.sason.top/sc/hsxw_fhd.m3u8
華視新聞,#https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twhsxw&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
華視新聞資訊,#http://185.207.176.189:8080/channels/tw-503/mpeg.2ts
華視新聞資訊,http://185.207.176.189:8080/channels/tw-503/playlist.m3u8
華視教育体育,#http://185.207.176.189:8080/channels/tw-502/mpeg.2ts
華視教育体育,http://185.207.176.189:8080/channels/tw-502/playlist.m3u8
台視,rtmp://59.124.75.136/sat/tv071
台視,#rtmp://59.124.75.130/sat/tv071
台視,#rtmp://161.202.204.248:1935/sat/tv071
台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
台視新聞,#http://50.7.59.216:61980/myplay/cn_0_8822/index.m3u8?key=84797b799ae18d1b
中視,#rtmp://59.124.75.130/sat/tv091
中視,#rtmp://161.202.204.248:1935/sat/tv091
中視,rtmp://59.124.75.136/sat/tv091
中視,#http://185.207.176.189:8080/channels/tw-100/playlist.m3u8
中視經典,http://185.207.176.189:8080/channels/tw-102/playlist.m3u8
中視經典,#http://185.207.176.189:8080/channels/tw-102/mpeg.2ts
中視精采,http://185.207.176.189:8080/channels/tw-103/playlist.m3u8
中視精采,#http://185.207.176.189:8080/channels/tw-103/mpeg.2ts
中視新聞,http://seb.sason.top/sc/zsxw_fhd.m3u8
中視新聞,#http://185.207.176.189:8080/channels/tw-101/mpeg.2ts
中天新聞,http://seb.sason.top/sc/ztxw_fhd.m3u8
中天新聞,#rtmp://161.202.204.248:1935/sat/tv521
中天新聞,#rtmp://59.124.75.130/sat/tv521
中天綜合,#http://198.16.106.62:8278/streams/d/ctizhonghe/playlist.m3u8
中天綜合,http://93.190.139.36:8278/streams/d/ctizhonghe_tw/playlist.m3u8
中天娛樂,#http://198.16.106.62:8278/streams/d/ctient/playlist.m3u8
中天娛樂,http://125.227.210.37:15796/VideoInput/play.ts
中天亞洲,https://m3u-editor.com/serve/1f5c2f00-c50a-11eb-a9cf-49fb7da8769f/324745678
中天亞洲,#https://nonton.site:8443/provision/pp/29602
中天亞洲,#https://mkctvbro.my.id/horas/pakailah.m3u8?id=ctiasia&bandwidth=default&sync=0
東森財經,http://seb.sason.top/sc/dscjxw_fhd.m3u8
東森財經,#rtmp://59.124.75.130/sat/tv571
東森財經,#rtmp://161.202.204.248:1935/sat/tv571
東森財經,#rtmp://59.124.75.136/sat/tv571
東森新聞,http://seb.sason.top/sc/dsxw_fhd.m3u8
東森洋片,http://125.227.210.37:18685/VideoInput/play.ts
東森電影,#http://www.1314lm.com/mylive/102/2062/index.m3u8
東森電影,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twdsdy&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
東森綜合,#http://z1.ubtvfans.com/live/372/4e92bd0c93deb7b888d999d1dca0a893/index.m3u8
東森幼幼,#http://www.1314lm.com/mylive/102/2025/index.m3u8
東森戲劇,http://125.227.210.37:17524/VideoInput/play.ts
東森超视,#tmp://161.202.204.248:1935/sat/tv771
東森超视,#rtmp://59.124.75.130/sat/tv771
東森超视,rtmp://59.124.75.136/sat/tv521
公視,#rtmp://161.202.204.248/sat/md042
公視,rtmp://59.124.75.136/sat/md042
公視,#https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS.m3u8
公視2,#https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS2.m3u8
TVBS HD,#http://198.16.106.62:8278/streams/d/tvbs/playlist.m3u8
TVBS HD,#http://www.1314lm.com/mylive/102/2056/index.m3u8
TVBS HD,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twtvbs&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
TVBS新聞,#http://60.199.188.65/HLS/WG_TVBS-N/index.m3u8
TVBS新聞,http://seb.sason.top/sc/tvbsxw_fhd.m3u8
TVBS歡樂,rtmp://59.124.75.136/sat/tv421
TVBS歡樂,#rtmp://161.202.204.248:1935/sat/tv421
TVBS歡樂,#rtmp://59.124.75.130/sat/tv421
三立新聞,#http://60.199.188.65/HLS/WG_ETTV-N/02.m3u8
三立新聞,http://seb.sason.top/sc/sllive_fhd.m3u8
三立新聞,#http://198.16.106.62:8278/streams/d/sanlinews_zero/playlist.m3u8
三立財經新聞,http://seb.sason.top/sc/slinews_fhd.m3u8
三立Live,http://seb.sason.top/sc/sllive_fhd.m3u8
三立Live,#http://bcoveliveios-i.akamaihd.net/hls/live/226708/4338955585001/master.m3u8
三立Live,#http://bddb.228888888.xyz:8081/live/ws127.m3u8
三立戏剧,#http://198.16.106.62:8278/sanlixiju_zero/playlist.m3u8
三立台湾,#http://198.16.106.62:8278/streams/d/sanlitaiwan/playlist.m3u8
三立台湾,#http://125.227.210.55:15714/VideoInput/play.ts
三立台湾,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on
三立都會,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
年代新聞,#http://125.227.210.37:11055/VideoInput/play.ts
年代新聞,#http://www.1314lm.com/mylive/102/2050/index.m3u8
年代新聞,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twndxw&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
臺新聞,#https://usb.bozztv.com/ssh101/NEXTTVHD/NEXTTVHD/playlist.m3u8
臺新聞,http://stream.nexttv.com.tw/n001/hd/live.m3u8
臺新聞,#http://50.7.59.216:61980/myplay/cn_2_12004/index.m3u8?key=84797b799ae18d1b
非凡新聞,#http://www.1314lm.com/mylive/102/2058/index.m3u8
非凡新聞,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twffxw&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
寰宇新聞,#http://seb.sason.top/sc/hyxw.m3u8
寰宇新聞,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/hyxw.m3u8
龍祥時代,#http://www.1314lm.com/mylive/102/2064/index.m3u8
龍祥時代,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twlxdy&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
龍華电影,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twlhdy&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
卫视中文台,#http://www.1314lm.com/mylive/102/2031/index.m3u8
卫视中文台,https://m3u-editor.com/serve/1f5c2f00-c50a-11eb-a9cf-49fb7da8769f/309065924
卫视卡式台,http://93.190.139.35:8278/streams/d/Weishilegend/playlist.m3u8
卫视电影台,#http://www.1314lm.com/mylive/102/2061/index.m3u8
卫视电影台,#https://m3u-editor.com/serve/1f5c2f00-c50a-11eb-a9cf-49fb7da8769f/309065925
卫视电影台,http://foctv.xyz:25510/@alaqib/C9vOtBPfQ2/53
卫视电影台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twwsdy&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
CHC高清电影,#rtmp://58.200.131.2:1935/livetv/chchd
CHC高清电影,#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清电影,http://60.255.49.202/live/lnwsCHC-HDH265_4000.m3u8
CHC家庭电影,#rtmp://58.200.131.2:1935/livetv/chctv
CHC家庭电影,#http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭电影,http://60.255.49.202/live/jbtygqCHCjtyyH265_4000.m3u8
CHC动作电影,#rtmp://58.200.131.2:1935/livetv/chcatv
CHC动作电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,#http://60.255.49.202/live/gef.wqCHCdzdyH265_4000.m3u8
緯來精采,#http://198.16.106.62:8278/streams/d/videolandspecial_zero/playlist.m3u8
緯來電影,#http://198.16.106.62:8278/streams/d/videolandmovie_zero/playlist.m3u8
緯來電影,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twwldy&tonken=32d1adfdffa0760e971f8640afc08&t=1627981348&ip=172.70.147.134&u=805102200
緯來電影,#http://www.1314lm.com/mylive/102/2063/index.m3u8
緯來日本,#http://198.16.106.62:8278/streams/d/videolandjapan_zero/playlist.m3u8
緯來日本,rtmp://59.124.75.136/sat/tv771
緯來日本,#rtmp://59.124.75.130/sat/tv521
緯來体育,#rtmp://161.202.204.248:1935/sat/tv721
緯來体育,#rtmp://59.124.75.130/sat/tv721
緯來体育,rtmp://59.124.75.136/sat/tv721
緯來体育,#http://198.16.106.62:8278/streams/d/videolandsport_zero/playlist.m3u8
緯來体育,#http://125.227.210.37:18358/VideoInput/play.ts
緯來育樂,#http://50.7.59.216:61980/myplay/cn_4_14010/index.m3u8?key=84797b799ae18d1b
緯來育樂,#rtmp://59.124.75.130/sat/tv701
緯來育樂,rtmp://59.124.75.136/sat/tv701
緯來育樂,#rtmp://161.202.204.248:1935/sat/tv701
纬来戏剧,#http://198.16.106.62:8278/streams/d/videolandxiju_zero/playlist.m3u8
纬来综合,#http://198.16.106.62:8278/streams/d/videolandzonghe_zero/playlist.m3u8
靖洋戏剧台,#http://61.58.60.230:9319/live/203.m3u8
靖洋卡通,#http://61.58.60.230:9319/live/206.m3u8
靖天日本,#http://61.58.60.230:9319/live/243.m3u8
靖天映画,#http://61.58.60.230:9319/live/244.m3u8
靖天歡樂,#http://61.58.60.230:9319/live/201.m3u8
靖天育樂,#http://61.58.60.230:9319/live/204.m3u8
靖天資訊,#http://61.58.60.230:9319/live/202.m3u8
靖天卡通,#http://61.58.60.230:9319/live/207.m3u8
亞洲旅遊,http://58.99.33.16:1935/liveedge17/live_172_3.stream/chunklist.m3u8
ELTA影劇,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
ELTA综合,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
博斯运动1,#rtmp://59.124.75.130/sat/md041
博斯运动1,#rtmp://161.202.204.248:1935/sat/md041
博斯运动1,rtmp://59.124.75.136/sat/md041
博斯运动2,http://58.99.33.16:1935/liveedge17/live_244_3.stream/chunklist.m3u8
博斯网球台,#rtmp://59.124.75.130/sat/md051
博斯网球台,#rtmp://161.202.204.248:1935/sat/md051
博斯网球台,rtmp://59.124.75.136/sat/md051
愛爾達體育1台,rtmp://59.124.75.136/sat/md021
愛爾達體育1台,#rtmp://161.202.204.248:1935/sat/md021
愛爾達體育2台,#rtmp://161.202.204.248:1935/sat/md051
愛爾達體育2台,rtmp://59.124.75.136/sat/md051
愛爾達體育3台,#rtmp://161.202.204.248:1935/sat/md041
愛爾達體育3台,#http://198.16.106.62:8278/streams/d/eltasport3_zero/playlist.m3u8
愛爾達體育3台,rtmp://59.124.75.136/sat/md041
FOX運動1台,#rtmp://161.202.204.248:1935/sat/tv731
FOX運動2台,#rtmp://161.202.204.248:1935/sat/tv741
FOX體育3台,#rtmp://161.202.204.248:1935/sat/md031
ELEVEN 1,#rtmp://161.202.204.248/sat/tv731
ELEVEN 1,rtmp://59.124.75.136/sat/tv731
ELEVEN 2,#rtmp://161.202.204.248/sat/tv741
ELEVEN 2,rtmp://59.124.75.136/sat/tv741
ELEVEN 2,#rtmp://59.124.75.130/sat/md031
ELEVEN 2,#rtmp://161.202.204.248:1935/sat/md031
ELEVEN 2,rtmp://59.124.75.136/sat/md031
ELEVEN Plus,#rtmp://59.124.75.130/sat/md011
ELEVEN Plus,#rtmp://161.202.204.248:1935/sat/md011
ELEVEN Plus,rtmp://59.124.75.136/sat/md011
智林體育,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
美麗人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛海外台,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
韩国娱乐台,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
MOMO 綜合台,#rtmp://161.202.204.248:1935/sat/tv761
MOMO 綜合台,#rtmp://59.124.75.130/sat/tv761
MOMO 綜合台,rtmp://59.124.75.136/sat/tv761
MOMO 綜合台,#http://58.99.33.16:1935/liveedge17/live_075_3.stream/chunklist.m3u8
TITV原住民族,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
阿里郎電視,http://58.99.33.16:1935/liveedge17/live_158_3.stream/chunklist.m3u8
CYC世新綜合,#http://61.58.60.230:9319/live/49.m3u8
華藏衛視,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
人間衛視,#http://54.64.23.79:1935/live/vod/playlist.m3u8
幸福空間居家,#http://61.58.60.230:9319/live/125.m3u8
